hidden_row_idx,row_uid,text_id,word_position,word,word_clean,primary_RT,log_primary_RT,surprisal,surprisal_z,zipf_freq,zipf_freq_z,word_length,word_length_z,is_sentence_final,is_sentence_final_z,start_token_idx,end_token_idx,hidden_token_idx,n_tokens,RT_prime,RT_resid_controls_oof,controls_oof_pred,controls_surprisal_oof_pred
11,provo:1:13,1,13,"space,",space,235.49333333333337,5.461682604492437,8.489280700683594,0.47725896030919457,5.23,-0.362275779979949,5,0.0995277886748964,0,-0.2088879996334169,13,14,14,2,5.448469434855099,0.11605874680652839,5.345623857685909,5.348440354864947
12,provo:1:14,1,14,though,though,238.17910447761193,5.47302293047726,6.064347743988037,-0.03607527648159327,5.5,-0.1646419651867147,6,0.49493274972471196,0,-0.2088879996334169,15,15,15,1,5.464522071333098,0.13106347851440692,5.341959451962853,5.340115848769533
13,provo:1:15,1,15,the,the,190.9189189189189,5.251848829639571,3.118356466293335,-0.6597123877477544,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,16,16,16,1,5.309030373257138,-0.02397566855483646,5.275824498194408,5.278672674381317
14,provo:1:16,1,16,company,company,201.21052631578948,5.304351754529972,2.0776045322418213,-0.8800292415724039,5.6,-0.09144425600403548,7,0.8903377107745275,0,-0.2088879996334169,17,17,17,1,5.296099624687863,-0.03825638021620481,5.342608134746177,5.331400850359096
15,provo:1:17,1,17,is,is,139.05263157894737,4.93485250591583,3.3922338485717773,-0.6017352644553459,7.07,0.9845620689813532,2,-1.0866870944745504,0,-0.2088879996334169,18,18,18,1,4.977081758660586,-0.35453113045744455,5.289383636373275,5.289607037109206
16,provo:1:18,1,18,maintaining,maintaining,173.04819277108433,5.153570126635225,10.76820182800293,0.9596839421499376,4.25,-1.079613329970208,11,2.4719575549737898,0,-0.2088879996334169,19,19,19,1,5.10036428409271,-0.23603217975109825,5.389602306386323,5.3922014134188565
17,provo:1:19,1,19,its,its,180.8048780487805,5.197418427952412,3.440037250518799,-0.5916157587647981,6.14,0.30382337358243366,3,-0.6912821334247348,0,-0.2088879996334169,20,20,20,1,5.212852359253006,-0.11874613333107487,5.316164561283487,5.311570749787321
18,provo:1:20,1,20,customary,customary,212.47560975609755,5.358827204158652,14.033546447753906,1.6509249859942754,3.53,-1.6066368360855003,9,1.6811476328741586,0,-0.2088879996334169,21,21,21,1,5.2914705958391846,-0.042670713268771365,5.401497917427424,5.408606284097896
19,provo:1:21,1,21,silence.,silence,213.48,5.363543151465744,5.338743209838867,-0.18967855393342545,4.46,-0.9258981406865813,7,0.8903377107745275,1,4.7854341734200965,22,23,23,2,5.316270320610307,-0.012846008852236857,5.376389160317981,5.370139788519481
20,provo:1:22,1,22,The,the,190.8125,5.251291270495097,3.951192617416382,-0.4834092413749531,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,24,24,24,1,5.308472814112664,-0.024533227699310878,5.275824498194408,5.280711660612565
21,provo:1:23,1,23,watch,watch,237.72972972972977,5.471134439030427,8.03944206237793,0.382032585725909,5.34,-0.28175829987900197,5,0.0995277886748964,0,-0.2088879996334169,25,25,25,1,5.460809468987344,0.12830140331923534,5.342833035711192,5.345117557376758
22,provo:1:24,1,24,doesn't,doesn't,201.9078947368421,5.3078116267675055,7.980283260345459,0.369509254552177,5.53,-0.14268265243191067,7,0.8903377107745275,0,-0.2088879996334169,26,27,27,2,5.297721551729052,-0.03657248559894555,5.344384112366451,5.347265719792137
23,provo:1:25,1,25,have,have,203.59615384615384,5.316138393761952,3.1285831928253174,-0.6575474912525057,6.71,0.7210503159237068,4,-0.2958771723749192,0,-0.2088879996334169,28,28,28,1,5.344161543540056,0.011249570859837021,5.304888822902115,5.302361966918322
24,provo:1:26,1,26,a,a,178.52173913043478,5.1847103816497295,1.4793815612792969,-1.0066671065005266,7.36,1.1968354256111238,1,-1.482092055524366,0,-0.2088879996334169,29,29,29,1,5.236930885472067,-0.09412983948440878,5.278840221134138,5.276002219528156
25,provo:1:27,1,27,microphone,microphone,214.725,5.369358139652288,11.4409818649292,1.1021047978812426,3.72,-1.4675611886384092,10,2.0765525939239744,0,-0.2088879996334169,30,30,30,1,5.304613333030174,-0.03050506076096493,5.399863200413253,5.401486998619178
26,provo:1:28,1,28,or,or,213.875,5.365391732212357,3.372757911682129,-0.6058581269746697,6.54,0.5966142103131519,2,-1.0866870944745504,0,-0.2088879996334169,31,31,31,1,5.393705114184788,0.06256140814272282,5.302830324069634,5.300262862697157
27,provo:1:29,1,29,"speaker,",speaker,216.97260273972603,5.379771090914029,4.979387283325195,-0.2657506365713381,4.49,-0.9039388279317772,7,0.8903377107745275,0,-0.2088879996334169,32,33,33,2,5.342374401529882,0.009001025332079138,5.37077006558195,5.3609219027166315
28,provo:1:30,1,30,but,but,202.0,5.308267697401205,1.687007188796997,-0.9627148220690243,6.63,0.6624921485775632,3,-0.6912821334247348,0,-0.2088879996334169,34,34,34,1,5.336567245076212,0.004534979459635657,5.303732717941569,5.2973832086471875
29,provo:1:31,1,31,you,you,201.17777777777775,5.304188983705121,6.07626485824585,-0.03355254168375414,6.98,0.9186841307169418,3,-0.6912821334247348,0,-0.2088879996334169,35,35,35,1,5.341678257361852,0.009336153864921037,5.2948528298402,5.301060829072583
30,provo:1:32,1,32,can,can,190.28571428571428,5.248526702045021,0.4079093933105469,-1.2334871289131557,6.46,0.5380560429670082,3,-0.6912821334247348,0,-0.2088879996334169,36,36,36,1,5.272362668528905,-0.05951910440292796,5.308045806447949,5.297684865456189
31,provo:1:33,1,33,use,use,184.26666666666668,5.2163839837853505,3.974891662597656,-0.47839238874931284,5.81,0.062270933279591385,3,-0.6912821334247348,0,-0.2088879996334169,37,37,37,1,5.223153316303176,-0.10815304342228504,5.3245370272076356,5.319544651996902
32,provo:1:34,1,34,it,it,208.3703703703704,5.339317123045473,2.203803062438965,-0.8533142653896612,6.95,0.8967248179621378,2,-1.0866870944745504,0,-0.2088879996334169,38,38,38,1,5.378395612596495,0.04688895360887102,5.292428169436602,5.289120904040565
33,provo:1:35,1,35,to,to,187.7450980392157,5.235085181324521,0.6706260442733765,-1.1778726216576598,7.43,1.2480738220389989,2,-1.0866870944745504,0,-0.2088879996334169,39,39,39,1,5.286766723650478,-0.045164855858772945,5.280250037183294,5.275673569797714
34,provo:1:36,1,36,control,control,180.93150684931507,5.198118544451573,6.55855131149292,0.06854271324217537,5.4,-0.2378396743693939,7,0.8903377107745275,0,-0.2088879996334169,40,40,40,1,5.184615142619907,-0.14956381206681613,5.347682356518389,5.3464103614882
35,provo:1:37,1,37,the,the,159.2,5.0701612734102826,1.6115421056747437,-0.9786900310915881,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,41,41,41,1,5.127342817027849,-0.20566322478412502,5.275824498194408,5.274983624944398
36,provo:1:38,1,38,music,music,214.4857142857143,5.3682431360835885,5.822147846221924,-0.087346590736812,5.52,-0.1500024233501791,5,0.0995277886748964,0,-0.2088879996334169,42,42,42,1,5.362644310831106,0.029976899967386395,5.338266236116202,5.336053926323966
37,provo:1:39,1,39,on,on,218.20689655172413,5.385443679461016,4.693742275238037,-0.32621884944075014,6.91,0.8674457342890659,2,-1.0866870944745504,0,-0.2088879996334169,43,43,43,1,5.423471914614126,0.09200066566997211,5.293443013791044,5.296024695023243
38,provo:1:40,1,40,your,your,207.23076923076923,5.333832999508773,0.9076159000396729,-1.127704221578373,6.53,0.589294439394884,4,-0.2958771723749192,0,-0.2088879996334169,44,44,44,1,5.357130004496276,0.024377377011667534,5.309455622497105,5.300559650215121
39,provo:1:41,1,41,phone.,phone,194.5,5.270432163058501,4.905994415283203,-0.28128717823043725,5.3,-0.3110373835520738,5,0.0995277886748964,1,4.7854341734200965,45,46,46,2,5.249968487944651,-0.07827367847733235,5.348705841535834,5.345986160249222
40,provo:1:42,1,42,You,you,206.28125,5.329240528889044,4.896570205688477,-0.2832821898559371,6.98,0.9186841307169418,3,-0.6912821334247348,0,-0.2088879996334169,47,47,47,1,5.366729802545775,0.03438769904884431,5.2948528298402,5.29817264854584
41,provo:1:43,1,43,can,can,226.47272727272727,5.422624528281363,0.3772149980068207,-1.239984827723132,6.46,0.5380560429670082,3,-0.6912821334247348,0,-0.2088879996334169,48,48,48,1,5.4464604947652475,0.11457872183341422,5.308045806447949,5.297609718082583
42,provo:1:44,1,44,glance,glance,205.0,5.3230099791384085,12.521197319030762,1.3307756871814027,3.91,-1.3284855411913181,6,0.49493274972471196,0,-0.2088879996334169,49,49,49,1,5.272761507677273,-0.05928953591352393,5.382299515051932,5.38803431525004
43,provo:1:45,1,45,at,at,170.6086956521739,5.139372604756104,1.3736519813537598,-1.029049009087741,6.7,0.7137305450054391,2,-1.0866870944745504,0,-0.2088879996334169,50,50,50,1,5.17188700432018,-0.15939834189576185,5.2987709466518655,5.292137315778781
44,provo:1:46,1,46,the,the,207.74468085106383,5.336309829802792,1.9047114849090576,-0.916628983538029,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,51,51,51,1,5.393491373420359,0.06048533160838421,5.275824498194408,5.275701375160783
45,provo:1:47,1,47,watch,watch,219.83928571428572,5.392896759912466,4.138535976409912,-0.4437505118660695,5.34,-0.28175829987900197,5,0.0995277886748964,0,-0.2088879996334169,52,52,52,1,5.382571789869383,0.05006372420127381,5.342833035711192,5.335567186889176
46,provo:1:48,1,48,face,face,211.734375,5.355332540963042,3.40095853805542,-0.5998883342938517,5.45,-0.2012408197780543,4,-0.2958771723749192,0,-0.2088879996334169,53,53,53,1,5.350272677206941,0.01847612089599604,5.336856420067046,5.328474882545506
47,provo:1:49,1,49,to,to,226.57142857142856,5.4230602531394805,3.606754779815674,-0.5563233126685238,7.43,1.2480738220389989,2,-1.0866870944745504,0,-0.2088879996334169,54,54,54,1,5.474741795465437,0.14281021595618615,5.280250037183294,5.28286192978529
48,provo:1:50,1,50,view,view,237.4032258064516,5.469760070147495,7.726140975952148,0.3157098555893766,5.19,-0.3915548636530208,4,-0.2958771723749192,0,-0.2088879996334169,55,55,55,1,5.45787355280497,0.12630716177657408,5.343452908370921,5.344314762360783
49,provo:1:51,1,51,the,the,210.41176470588235,5.349066395202802,2.8659887313842773,-0.7131361321991048,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,56,56,56,1,5.406247938820369,0.07324189700839412,5.275824498194408,5.2780548165517835
50,provo:1:52,1,52,artist,artist,229.80555555555551,5.437233540734073,11.162458419799805,1.0431441492006,4.8,-0.6770259294654711,6,0.49493274972471196,0,-0.2088879996334169,57,57,57,1,5.410353229626463,0.07751431256848029,5.359719228165592,5.366733976320204
51,provo:1:53,1,53,and,and,172.3548387096774,5.149555367472625,4.499797344207764,-0.36727506622190825,7.41,1.2334342802024634,3,-0.6912821334247348,0,-0.2088879996334169,58,58,58,1,5.198334875906902,-0.13438788555732017,5.283943253029945,5.288517273979143
52,provo:1:54,1,54,title,title,229.55384615384617,5.436137625744784,8.306625366210938,0.4385926390575515,5.1,-0.45743280191743285,5,0.0995277886748964,0,-0.2088879996334169,59,59,59,1,5.419511129314234,0.08721552390693876,5.348922101837846,5.350618558628139
53,provo:1:55,1,55,of,of,189.17857142857144,5.2426913913693225,2.5478439331054688,-0.7804842280557256,7.4,1.2261145092841956,2,-1.0866870944745504,0,-0.2088879996334169,60,60,60,1,5.293585242896846,-0.03831977907980377,5.281011170449126,5.280875316415594
54,provo:1:56,1,56,a,a,189.36111111111111,5.243655832906676,2.935771942138672,-0.698363719157949,7.36,1.1968354256111238,1,-1.482092055524366,0,-0.2088879996334169,61,61,61,1,5.295876336729013,-0.035184388227462726,5.278840221134138,5.279567818751832
55,provo:1:57,1,57,song.,song,266.078431372549,5.583791120104589,3.133129119873047,-0.6565851636198553,5.26,-0.3403164672251456,4,-0.2958771723749192,1,4.7854341734200965,62,63,63,2,5.564654097285553,0.23725622788374334,5.346534892220846,5.339388513027962
57,provo:2:3,2,3,"later,",later,178.3728813559322,5.183876198254464,12.760391235351562,1.3814106650023394,5.49,-0.17196173610498247,5,0.0995277886748964,0,-0.2088879996334169,1,2,2,2,5.177489682203548,-0.15260436861893023,5.336480566873394,5.352088673084149
58,provo:2:4,2,4,the,the,169.7906976744186,5.134566488362523,3.3943238258361816,-0.6012928370138074,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,3,3,3,1,5.19174803198009,-0.13800590719786765,5.272572395560391,5.276553949134967
59,provo:2:5,2,5,British,british,200.02857142857144,5.298460213487784,10.19192600250244,0.8376920700664345,5.18,-0.3988746345712892,7,0.8903377107745275,0,-0.2088879996334169,4,4,4,1,5.279180412467607,-0.05116807176369953,5.349628285251484,5.356719559612917
60,provo:2:6,2,6,astronomer,astronomer,243.40963855421683,5.494745779416944,13.640241622924805,1.5676662585633507,3.16,-1.8774683600614142,10,2.0765525939239744,0,-0.2088879996334169,5,5,5,1,5.415297411224072,0.08449824596941813,5.410247533447526,5.414709580752802
61,provo:2:7,2,7,Richard,richard,230.52631578947367,5.440365024204051,6.270811557769775,0.0076310635142922655,4.79,-0.6843457003837389,7,0.8903377107745275,0,-0.2088879996334169,6,6,6,1,5.410845242804238,0.08047944535432006,5.359885578849731,5.354403051965187
62,provo:2:8,2,8,Carrington,carrington,226.67105263157896,5.423499859160038,9.879965782165527,0.7716531879713366,3.14,-1.89210790189795,10,2.0765525939239744,0,-0.2088879996334169,7,8,8,2,5.34352636376821,0.012726310656191231,5.410773548503847,5.405236245998398
63,provo:2:9,2,9,was,was,204.41666666666663,5.320160394470489,4.167381763458252,-0.4376441450742769,6.82,0.8015677960246546,3,-0.6912821334247348,0,-0.2088879996334169,9,9,9,1,5.353448650535574,0.023654313847521813,5.296506080622967,5.297227367146105
64,provo:2:10,2,10,observing,observing,228.1139240506329,5.42984517105125,9.575759887695312,0.7072558196919578,3.75,-1.4456018758836053,9,1.6811476328741586,0,-0.2088879996334169,10,10,10,1,5.3682649619202945,0.03761232426773642,5.3922328467835134,5.389425144460613
65,provo:2:11,2,11,the,the,211.06451612903223,5.352163850384592,1.5728793144226074,-0.9868745602286997,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,11,11,11,1,5.409345394002159,0.07959145482420116,5.272572395560391,5.271766691355358
66,provo:2:12,2,12,interesting,interesting,233.025,5.451145743947221,16.67276954650879,2.20962231879235,5.0,-0.5306305111001121,11,2.4719575549737898,0,-0.2088879996334169,12,12,12,1,5.417632171365542,0.08679435317860396,5.364351390768617,5.38750251699805
67,provo:2:13,2,13,sunspot,sunspot,215.55844155844156,5.37323206330471,12.05168914794922,1.231385467751332,2.55,-2.323974386075759,7,0.8903377107745275,0,-0.2088879996334169,13,14,14,2,5.2848980356218656,-0.04556720185290075,5.4187992651576105,5.415483827450067
68,provo:2:14,2,14,group,group,232.72602739726028,5.449861913633524,9.620888710021973,0.7168091434250361,5.57,-0.11340356875883885,5,0.0995277886748964,0,-0.2088879996334169,15,15,15,1,5.445575906378431,0.11548540698541121,5.334376506648113,5.342198373109908
69,provo:2:15,2,15,through,through,174.84146341463415,5.163879639982015,10.078136444091797,0.8136039500381241,5.87,0.10618955878919943,7,0.8903377107745275,0,-0.2088879996334169,16,16,16,1,5.162716727325807,-0.16760112582641717,5.331480765808432,5.342285643038441
70,provo:2:16,2,16,his,his,186.02380952380952,5.225874673713376,3.0507421493530273,-0.6740256674971379,6.51,0.5746548975583479,3,-0.6912821334247348,0,-0.2088879996334169,17,17,17,1,5.251023458194648,-0.0787846402825565,5.304659313995932,5.300642968914492
71,provo:2:17,2,17,telescope,telescope,219.91176470588235,5.393226396383755,1.1902055740356443,-1.067882792608495,3.75,-1.4456018758836053,9,1.6811476328741586,0,-0.2088879996334169,18,18,18,1,5.331646187252799,0.000993549600241117,5.3922328467835134,5.367385598444884
72,provo:2:18,2,18,when,when,208.6904761904762,5.340852179071967,5.838540554046631,-0.08387641720607764,6.37,0.4721781047025968,4,-0.2958771723749192,0,-0.2088879996334169,19,19,19,1,5.3599481664678255,0.030013517179230398,5.310838661892737,5.313353551823147
73,provo:2:19,2,19,he,he,209.88888888888889,5.34657829016529,0.6569235324859619,-1.1807733073904707,6.69,0.7064107740871713,2,-1.0866870944745504,0,-0.2088879996334169,20,20,20,1,5.3788301261298885,0.049150354178803646,5.297427935986486,5.288148462006998
74,provo:2:20,2,20,saw,saw,190.11111111111111,5.247608696555974,3.0601141452789307,-0.6720417089870495,5.34,-0.28175829987900197,3,-0.6912821334247348,0,-0.2088879996334169,21,21,21,1,5.242037539898342,-0.08782249823469801,5.335431194790672,5.32463538392115
75,provo:2:21,2,21,what,what,179.54716981132074,5.190437957870726,5.98159646987915,-0.05359289981252306,6.38,0.4794978756208646,4,-0.2958771723749192,0,-0.2088879996334169,22,22,22,1,5.209796508866062,-0.12013769649385075,5.310575654364577,5.313524689321191
76,provo:2:22,2,22,he,he,214.07692307692307,5.366335404064354,1.5066581964492798,-1.0008929135858142,6.69,0.7064107740871713,2,-1.0866870944745504,0,-0.2088879996334169,23,23,23,1,5.398587240028952,0.0689074680778674,5.297427935986486,5.29038179871046
77,provo:2:23,2,23,described,described,208.0506329113924,5.337781477536279,4.2221198081970215,-0.42605664433871576,5.0,-0.5306305111001121,9,1.6811476328741586,0,-0.2088879996334169,24,24,24,1,5.309021718340051,-0.021575428227213145,5.359356905763492,5.349747698427095
78,provo:2:24,2,24,as,as,181.54545454545453,5.201506060617445,0.0740470364689827,-1.304162475903359,6.77,0.7649689414333143,2,-1.0866870944745504,0,-0.2088879996334169,25,25,25,1,5.235858405377865,-0.09381781514376097,5.295323875761206,5.284977679301432
79,provo:2:25,2,25,"""two",two,218.36065573770492,5.386148079921069,9.28720474243164,0.6461715596686081,6.1,0.27454428990936186,3,-0.6912821334247348,0,-0.2088879996334169,26,27,27,2,5.400531756823751,0.0707054572705701,5.315442622650499,5.325433076684255
80,provo:2:26,2,26,patches,patches,212.62857142857143,5.359546847417154,10.620054244995115,0.9283225693558015,3.86,-1.3650843957826582,7,0.8903377107745275,0,-0.2088879996334169,28,28,28,1,5.305608651265905,-0.02479843155147332,5.3843452789686275,5.384885374025204
81,provo:2:27,2,27,of,of,171.11764705882354,5.142351314438986,0.4865670800209045,-1.216836077401112,7.4,1.2261145092841956,2,-1.0866870944745504,0,-0.2088879996334169,29,29,29,1,5.193245165966509,-0.1364030870481283,5.278754401487114,5.273156166367875
82,provo:2:28,2,28,intensely,intensely,247.26666666666668,5.510467376387381,11.419721603393556,1.0976042115457574,3.52,-1.6139566070037683,9,1.6811476328741586,0,-0.2088879996334169,30,30,30,1,5.442848204468436,0.112185356456183,5.398282019931198,5.398983199080284
83,provo:2:29,2,29,bright,bright,210.1304347826087,5.347728455915934,1.4636807441711426,-1.0099908136343474,4.61,-0.8161015769125618,6,0.49493274972471196,0,-0.2088879996334169,31,31,31,1,5.315859436418246,-0.014394015938117732,5.362122471854052,5.3429403984142105
84,provo:2:30,2,30,and,and,147.55882352941177,4.994226899868091,5.393322467803955,-0.17812466678171832,7.41,1.2334342802024634,3,-0.6912821334247348,0,-0.2088879996334169,32,32,32,1,5.043006408302368,-0.28676173659342474,5.280988636461516,5.288363159093725
85,provo:2:31,2,31,white,white,198.98529411764707,5.293230923087537,6.437377452850342,0.042891410152111405,5.51,-0.1573221942684469,5,0.0995277886748964,0,-0.2088879996334169,33,33,33,1,5.2873695342355775,-0.0427236287295365,5.335954551817074,5.335060345893584
86,provo:2:32,2,32,"light""",light,160.98611111111111,5.08131809487269,5.3148908615112305,-0.19472785931344738,5.33,-0.2890780707972697,5,0.0995277886748964,0,-0.2088879996334169,34,35,35,2,5.070730561230129,-0.25937059245126726,5.340688687323957,5.335797493215566
87,provo:2:33,2,33,over,over,196.21428571428572,5.279207356480016,5.680197715759277,-0.11739602434370729,6.08,0.2599047480728263,4,-0.2958771723749192,0,-0.2088879996334169,36,36,36,1,5.290688999491017,-0.03925852372936589,5.318465880209382,5.318878115732394
88,provo:2:34,2,34,the,the,203.7173913043478,5.316733696634729,0.9460139870643616,-1.11957572769873,7.73,1.4676669495870378,3,-0.6912821334247348,0,-0.2088879996334169,37,37,37,1,5.373915240252296,0.0441613010743378,5.272572395560391,5.270119116643992
89,provo:2:35,2,35,sunspots.,sunspots,215.9189189189189,5.374902961837817,14.60573387145996,1.7720513839998058,2.49,-2.3678930115853665,8,1.2857426718243432,1,4.7854341734200965,38,41,41,4,5.273528195192524,-0.05419139973170317,5.42909436156952,5.4360727648370295
90,provo:2:36,2,36,He,he,206.24242424242425,5.329052293594371,4.027768611907959,-0.4671988634425274,6.69,0.7064107740871713,2,-1.0866870944745504,0,-0.2088879996334169,42,42,42,1,5.361304129558969,0.03162435760788451,5.297427935986486,5.29700797116536
91,provo:2:37,2,37,jotted,jotted,228.34666666666664,5.430864942049827,15.142406463623049,1.8856596446916747,2.24,-2.5508872845420654,6,0.49493274972471196,0,-0.2088879996334169,43,44,44,2,5.3367683494758955,0.006409686021813243,5.424455256028014,5.427441980733961
92,provo:2:38,2,38,a,a,212.73076923076923,5.360027371973196,8.038865089416504,0.38191044627706994,7.36,1.1968354256111238,1,-1.482092055524366,0,-0.2088879996334169,45,45,45,1,5.412247875795534,0.08271818287600308,5.277309189097193,5.291309555575087
93,provo:2:39,2,39,note,note,245.7076923076923,5.504142586760672,5.8163018226623535,-0.08858413589612328,5.04,-0.5013514274270402,4,-0.2958771723749192,0,-0.2088879996334169,46,46,46,1,5.48831761542598,0.15832392362263192,5.34581866313804,5.3405405306471305
94,provo:2:40,2,40,in,in,198.5,5.290789100127245,3.965139150619507,-0.480456898730619,7.27,1.1309574873467116,2,-1.0866870944745504,0,-0.2088879996334169,47,47,47,1,5.3382696248615575,0.008615600774048993,5.282173499353196,5.284961898705798
95,provo:2:41,2,41,his,his,199.64102564102564,5.296520882040754,1.2827036380767822,-1.048301870596578,6.51,0.5746548975583479,3,-0.6912821334247348,0,-0.2088879996334169,48,48,48,1,5.321669666522027,-0.00813843195517805,5.304659313995932,5.295996076810605
96,provo:2:42,2,42,painstaking,painstaking,217.53846153846155,5.382375669554927,19.637210845947266,2.8371651165247957,2.93,-2.045823091181577,11,2.4719575549737898,0,-0.2088879996334169,49,49,49,1,5.2945114318813395,-0.036418279542846044,5.418793949097773,5.437698423940118
97,provo:2:43,2,43,record.,record,219.4126984126984,5.390954424072825,16.573863983154297,2.1886849927773135,5.21,-0.3769153218164852,6,0.49493274972471196,1,4.7854341734200965,50,51,51,2,5.3657507698709495,0.038392595167996646,5.352561828904828,5.380494496731695
98,provo:2:44,2,44,That,that,199.0,5.293304824724492,8.117658615112305,0.39859025355397987,7.01,0.9406434434717452,4,-0.2958771723749192,0,-0.2088879996334169,52,52,52,1,5.329204882486931,-0.0007013553659929173,5.294006180090485,5.306233119673337
99,provo:2:45,2,45,night,night,234.27142857142857,5.456480394294086,4.305603504180908,-0.40838397456694564,5.61,-0.08412448508576705,5,0.0995277886748964,0,-0.2088879996334169,53,53,53,1,5.453244641436905,0.12315591775861368,5.333324476535473,5.327408928445733
100,provo:2:46,2,46,there,there,190.34920634920636,5.248860313390901,8.90965461730957,0.5662479457828421,6.31,0.42825947919298873,5,0.0995277886748964,0,-0.2088879996334169,54,54,54,1,5.264004012497168,-0.06605363617335858,5.31491394956426,5.325169943547249
101,provo:2:47,2,47,was,was,164.8913043478261,5.105286495293537,1.03662109375,-1.100395102589129,6.82,0.8015677960246546,3,-0.6912821334247348,0,-0.2088879996334169,55,55,55,1,5.138574751358623,-0.19121958532942962,5.296506080622967,5.28899886593279
102,provo:2:48,2,48,scarcely,scarcely,220.8571428571429,5.397516080092054,10.77296257019043,0.9606917440153996,3.33,-1.7530322544508592,8,1.2857426718243432,0,-0.2088879996334169,56,56,56,1,5.327285106475754,-0.0032658403716245843,5.400781920463679,5.398660001128476
103,provo:2:49,2,49,a,a,184.43478260869568,5.217295919195478,1.2010297775268557,-1.0655914161715974,7.36,1.1968354256111238,1,-1.482092055524366,0,-0.2088879996334169,57,57,57,1,5.269516423017816,-0.06001326990171485,5.277309189097193,5.273337841318955
104,provo:2:50,2,50,square,square,218.7323943661972,5.387849039101417,11.926061630249023,1.2047913692462622,4.84,-0.6477468457923993,6,0.49493274972471196,0,-0.2088879996334169,58,58,58,1,5.362018982391719,0.031775740395048935,5.356073298706368,5.365726801168736
105,provo:2:51,2,51,inch,inch,191.0185185185185,5.252370378941078,1.7239949703216553,-0.9548848758648957,4.49,-0.9039388279317772,4,-0.2958771723749192,0,-0.2088879996334169,59,59,59,1,5.222104409635105,-0.10791369824577224,5.36028407718685,5.34105172772181
