hidden_row_idx,row_uid,text_id,word_position,word,word_clean,primary_RT,log_primary_RT,surprisal,surprisal_z,zipf_freq,zipf_freq_z,word_length,word_length_z,is_sentence_final,is_sentence_final_z,start_token_idx,end_token_idx,hidden_token_idx,n_tokens,hidden_context_size,hidden_context_stride,RT_prime,RT_resid_controls_oof,controls_oof_pred,controls_surprisal_oof_pred
4955,natural_stories:4:766,4,766,'Do,'do,326.5730337078652,5.788653610403311,7.780689716339111,0.5537392311252298,6.35,0.41041468899536737,3,-0.6368455394382371,0,-0.22791587997408858,903,904,904,2,128,64,5.813968360068518,0.0015094041476526598,5.787144206255658,5.810292394684492
7269,natural_stories:5:1005,5,1005,'Do,'do,313.6701030927835,5.748341806519691,4.284669399261475,-0.2621560637499891,6.35,0.41041468899536737,3,-0.6368455394382371,0,-0.22791587997408858,1178,1179,1179,2,128,64,5.773656556184898,-0.04350389251702591,5.791845699036717,5.791749632540684
1451,natural_stories:6:414,6,414,'Don't,'don't,328.86746987951807,5.795654842494808,7.415292263031006,0.46846339292224193,6.2,0.30011829348842295,6,0.6610829973110357,0,-0.22791587997408858,506,508,508,3,128,64,5.790510576954324,-0.026607706790367835,5.822262549285176,5.836822710642747
4600,natural_stories:4:411,4,411,'Except,'except,429.15909090909093,6.061827691463317,19.672103881835938,3.32893730982276,5.02,-0.5675466844995433,7,1.0937258428941266,0,-0.22791587997408858,475,476,476,2,128,64,6.033310892052479,0.22257521308912853,5.839252478374188,5.9210549457557615
698,natural_stories:9:699,9,699,'Extraordinary,'extraordinary,404.71794871794873,6.003190401572805,16.359106063842773,2.5557554955099624,4.36,-1.0528508247300998,14,4.122225761975763,0,-0.22791587997408858,892,894,894,3,128,64,5.8999759702850705,0.0910660067414435,5.912124394831362,5.947726899171637
2302,natural_stories:8:166,8,166,'flying,'flying,409.6081081081081,6.015200868715187,10.773170471191406,1.2521193166075564,4.71,-0.7954925685472289,7,1.0937258428941266,0,-0.22791587997408858,205,206,206,2,128,64,5.983057472907398,0.1720044318036651,5.843196436911522,5.863714099745401
2345,natural_stories:8:209,8,209,'flying,'flying,363.013698630137,5.894440570825923,5.829484939575195,0.09837036815749844,4.71,-0.7954925685472289,7,1.0937258428941266,0,-0.22791587997408858,259,260,260,2,128,64,5.862297175018134,0.05124413391440097,5.843196436911522,5.8312104556528
5551,natural_stories:2:277,2,277,'fog'.,'fog',409.4725274725275,6.0148698130634495,22.1567440032959,3.908798409214751,3.9,-1.391093104284731,5,0.2284401517279448,1,4.387155476181073,320,323,323,4,128,64,5.897196048066964,0.06989281811615733,5.944976994947292,6.037297887682975
1634,natural_stories:6:597,6,597,'For,'for,328.28395061728395,5.793878936980813,10.53911018371582,1.1974947235136284,7.01,0.8957188292259246,4,-0.20420269385514614,0,-0.22791587997408858,722,723,723,2,128,64,5.81734675719628,-0.0003518331269187769,5.794230770107732,5.844369430997908
347,natural_stories:9:348,9,348,'General,'general,354.57142857142856,5.870909816709239,3.860936164855957,-0.3610462076501576,5.47,-0.23665749797870875,8,1.5263686884772176,0,-0.22791587997408858,458,459,459,2,128,64,5.838089361257178,0.02465334337244318,5.846256473336796,5.829769798075875
317,natural_stories:9:318,9,318,'General','general',412.9740259740259,6.023384699879251,16.930362701416016,2.689074401148318,5.47,-0.23665749797870875,9,1.9590115340603085,0,-0.22791587997408858,419,421,421,3,128,64,5.98099617426136,0.16812012077256622,5.855264579106684,5.909736811466093
2096,natural_stories:6:1059,6,1059,'Good,'good,358.9259259259259,5.8831160327302205,8.46809196472168,0.7141640025152323,6.12,0.24129354921805235,5,0.2284401517279448,0,-0.22791587997408858,1306,1307,1307,2,128,64,5.886603941511191,0.06931427750987229,5.813801755220348,5.837431508818588
8089,natural_stories:3:812,3,812,"'Grandmother,'","'grandmother,'",444.81111111111113,6.097649722640364,17.839006423950195,2.9011321327101443,4.14,-1.2146188714736195,14,4.122225761975763,0,-0.22791587997408858,950,953,953,4,128,64,5.9918615777805995,0.1627235743422819,5.934926148298082,5.982612640315882
8464,natural_stories:7:147,7,147,'Haven't,'haven't,381.961038961039,5.945318611156423,16.52176856994629,2.5937173954263244,5.11,-0.5013688471953759,8,1.5263686884772176,0,-0.22791587997408858,169,172,172,4,128,64,5.908286624404676,0.08449466268820416,5.8608239484682185,5.919167474168567
1609,natural_stories:6:572,6,572,'He'll,'he'll,331.390243902439,5.803296665520016,12.95583724975586,1.7615063891631881,4.54,-0.9204951501217663,6,0.6610829973110357,0,-0.22791587997408858,688,690,690,3,128,64,5.778732561208761,-0.03797920040364389,5.84127586592366,5.879033784126933
1051,natural_stories:6:14,6,14,'He's,'he's,384.8333333333333,5.95281034012644,18.31056785583496,3.0111843402559555,5.6,-0.14106728853935666,5,0.2284401517279448,0,-0.22791587997408858,17,19,19,3,128,64,5.950214925918976,0.13305260620006099,5.819757733926379,5.909696473477505
1428,natural_stories:6:391,6,391,'hoover'.,'hoover',464.1951219512195,6.140304985278486,25.89325523376465,4.780819065758369,3.56,-1.6410982674338057,8,1.5263686884772176,1,4.387155476181073,469,473,473,5,128,64,5.98994945244592,0.16983589289823176,5.970469092380254,6.092452584446708
8862,natural_stories:7:545,7,545,'How,'how,317.36486486486484,5.760052105256926,9.90673828125,1.0499128409619727,6.24,0.3295306656236083,4,-0.20420269385514614,0,-0.22791587997408858,635,636,636,2,128,64,5.774511927970288,-0.04631273534918723,5.806364840606113,5.839453590416018
3894,natural_stories:1:778,1,778,'How,'how,338.48809523809524,5.824488922570203,7.587819576263428,0.5087275248027633,6.24,0.3295306656236083,4,-0.20420269385514614,0,-0.22791587997408858,931,932,932,2,128,64,5.838948745283565,0.020230739483116267,5.804258183087087,5.822894249152712
8556,natural_stories:7:239,7,239,'I,'i,364.1578947368421,5.8975875503323705,2.5348472595214844,-0.6705265882885173,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,281,282,282,2,128,64,5.94112740672387,0.12143452801529442,5.776153022317076,5.773219136950349
4678,natural_stories:4:489,4,489,'I,'i,324.53409090909093,5.782390587356708,3.7989001274108887,-0.37552407290079315,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,572,573,573,2,128,64,5.825930443748208,0.013457846240241267,5.768932741116466,5.774433287422266
6759,natural_stories:5:495,5,495,'I,'i,326.2258064516129,5.787589799417025,10.181073188781738,1.1139366566079512,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,578,579,579,2,128,64,5.831129655808525,0.012631730733685842,5.774958068683339,5.814449953652592
4923,natural_stories:4:734,4,734,'I,'i,347.1011235955056,5.849616159957015,3.976884365081787,-0.33398641324582096,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,858,859,859,2,128,64,5.893156016348515,0.08068341884054853,5.768932741116466,5.7756034946044075
7050,natural_stories:5:786,5,786,'I,'i,318.61290322580646,5.763976896422981,4.5374884605407715,-0.20315357982707685,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,922,923,923,2,128,64,5.807516752814481,-0.010981172260358107,5.774958068683339,5.783145009775481
3916,natural_stories:1:800,1,800,'I,'i,315.3333333333333,5.753630280383769,3.52618670463562,-0.4391694691831731,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,960,961,961,2,128,64,5.797170136775269,-0.019882121208911308,5.77351240159268,5.777028308326707
3951,natural_stories:1:835,1,835,'I,'i,317.0,5.75890177387728,7.617100238800049,0.5155609961867135,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,1005,1006,1006,2,128,64,5.80244163026878,-0.014610627715399893,5.77351240159268,5.803004827910757
5048,natural_stories:4:859,4,859,'I,'i,316.60919540229884,5.757668191252233,8.128130912780762,0.6348244685415614,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,1013,1014,1014,2,128,64,5.801208047643733,-0.011264549864232976,5.768932741116466,5.802897026821237
5121,natural_stories:4:932,4,932,'I,'i,307.2613636363636,5.727698732746313,4.1738386154174805,-0.2880215641945734,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,1100,1101,1101,2,128,64,5.771238589137813,-0.041234008370153674,5.768932741116466,5.776898425443858
2088,natural_stories:6:1051,6,1051,'I,'i,356.4125,5.876088767933353,4.682206630706787,-0.16937949861118062,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,1294,1295,1295,2,128,64,5.919628624324853,0.10152849920421314,5.7745602687291395,5.787327494882224
5255,natural_stories:4:1066,4,1066,'I,'i,321.78409090909093,5.773880795514848,1.8660883903503416,-0.8266003994438573,7.09,0.9545435734962953,2,-1.069488385021328,0,-0.22791587997408858,1252,1253,1253,2,128,64,5.817420651906348,0.0049480543983815295,5.768932741116466,5.761725475730432
8458,natural_stories:7:141,7,141,'I'm,'i'm,385.5394736842105,5.954643583829256,8.11965274810791,0.6328458488430526,6.15,0.26335282831944146,4,-0.20420269385514614,0,-0.22791587997408858,160,162,162,3,128,64,5.968050523717696,0.14733697553114755,5.807306608298108,5.828347531297055
7036,natural_stories:5:772,5,772,'I'm,'i'm,322.531914893617,5.776202092249959,10.284202575683594,1.1380048180901834,6.15,0.26335282831944146,4,-0.20420269385514614,0,-0.22791587997408858,901,903,903,3,128,64,5.789609032138399,-0.026781313795427586,5.802983406045387,5.833185394106742
2042,natural_stories:6:1005,6,1005,'I'm,'i'm,318.253164556962,5.762847181007755,8.114425659179688,0.6316259596903498,6.15,0.26335282831944146,4,-0.20420269385514614,0,-0.22791587997408858,1233,1235,1235,3,128,64,5.776254120896195,-0.041233861575335595,5.804081042583091,5.827673836868545
1878,natural_stories:6:841,6,841,'I've,'i've,322.8125,5.7770716593139575,8.92382526397705,0.8205222673010717,5.72,-0.05283017213380074,5,0.2284401517279448,0,-0.22791587997408858,1024,1026,1026,3,128,64,5.7758800888730555,-0.041311617987953575,5.818383277301911,5.841198657938567
5790,natural_stories:2:516,2,516,'It's,'it's,359.9021739130435,5.8858322553919535,10.606348991394045,1.2131868024611387,6.33,0.39570850292777504,5,0.2284401517279448,0,-0.22791587997408858,598,600,600,3,128,64,5.891776890764407,0.07318003210684942,5.812652223285104,5.84949231032412
1289,natural_stories:6:252,6,252,'Just,'just,347.8192771084337,5.851683026227913,9.424959182739258,0.9374760517007705,6.43,0.46923943326573797,5,0.2284401517279448,0,-0.22791587997408858,300,301,301,2,128,64,5.858797531405834,0.041431950620775204,5.8102510756071375,5.844053104523748
2219,natural_stories:8:83,8,83,'Mogul'.,'mogul',574.9166666666666,6.354225102758108,30.994815826416016,5.971412628310783,3.07,-2.0013998260898256,7,1.0937258428941266,1,4.387155476181073,101,105,105,5,128,64,6.207705278044579,0.3952258550416463,5.958999247716462,6.101100940374371
8565,natural_stories:7:248,7,248,"'No,",'no,338.63157894736844,5.8249127286325315,9.097774505615234,0.8611182464223666,6.35,0.41041468899536737,3,-0.6368455394382371,0,-0.22791587997408858,292,294,294,3,128,64,5.850227478297739,0.030357610248954003,5.7945551183835775,5.825266579420453
6856,natural_stories:5:592,5,592,'No'.,'no',405.2127659574468,6.004412277202646,13.275673866271973,1.8361493165139195,6.35,0.41041468899536737,4,-0.20420269385514614,1,4.387155476181073,695,697,697,3,128,64,5.924968392605959,0.11144620188267762,5.892966075319968,5.944040365997822
1704,natural_stories:6:667,6,667,'Nothing,'nothing,330.4268292682927,5.800385240735961,12.975788116455078,1.7661624886111977,5.55,-0.17783275370833815,8,1.5263686884772176,0,-0.22791587997408858,816,817,817,2,128,64,5.768500681128274,-0.04807647889403377,5.848461719629995,5.892344396401702
8094,natural_stories:3:817,3,817,'O,'o,355.9230769230769,5.874714631445463,12.34469509124756,1.618879068266033,5.12,-0.4940157541615797,2,-1.069488385021328,0,-0.22791587997408858,959,960,960,2,128,64,5.895208052669242,0.07794736075915942,5.796767270686304,5.839814050773609
1442,natural_stories:6:405,6,405,'On,'on,332.4698795180723,5.806549268077004,9.374449729919434,0.9256882412292157,6.91,0.8221878988879617,3,-0.6368455394382371,0,-0.22791587997408858,493,494,494,2,128,64,5.838415288652832,0.020550215930021487,5.785999052146982,5.828850928083848
1714,natural_stories:6:677,6,677,'Or,'or,348.43373493975906,5.853448068476103,10.477384567260742,1.183089303787387,6.54,0.5501234566374977,3,-0.6368455394382371,0,-0.22791587997408858,829,830,830,2,128,64,5.880985570771699,0.06321110840367528,5.790236960072428,5.837298024783541
7726,natural_stories:3:449,3,449,'Scratch!','scratch!',480.0111111111111,6.1738092517821705,33.91526794433594,6.652982792614355,4.16,-1.1999126854060265,10,2.3916543796433993,1,4.387155476181073,522,525,525,4,128,64,6.011336797450754,0.19076597132267992,5.983043280459491,6.144907111643813
8230,natural_stories:3:953,3,953,'She,'she,384.72527472527474,5.952529507431861,9.773736000061035,1.0188729940538583,6.26,0.3442368516912006,4,-0.20420269385514614,0,-0.22791587997408858,1112,1113,1113,2,128,64,5.967223304106316,0.14637394853508034,5.806155558896781,5.838566025210661
1326,natural_stories:6:289,6,289,'Small,'small,357.48192771084337,5.879084808998494,16.604976654052734,2.6131363570342994,5.51,-0.20724512584352345,6,0.6610829973110357,0,-0.22791587997408858,346,347,347,2,128,64,5.865868441800279,0.048919134122622054,5.830165674875872,5.904523835605734
7997,natural_stories:3:720,3,720,'Someone,'someone,406.15384615384613,6.00673201923877,17.46027374267578,2.8127441416112906,5.63,-0.11900800943796752,8,1.5263686884772176,0,-0.22791587997408858,845,846,846,2,128,64,5.975783355475458,0.1513493952131908,5.855382624025579,5.923919707175887
1238,natural_stories:6:201,6,201,'That,'that,371.0,5.916202062607435,9.02408218383789,0.8439200572949004,7.01,0.8957188292259246,5,0.2284401517279448,0,-0.22791587997408858,242,243,243,2,128,64,5.930101812657072,0.11259419401856263,5.803607868588872,5.840483847412283
3792,natural_stories:1:676,1,676,'The,'the,352.77647058823527,5.8658346285645315,11.38438606262207,1.394763775155644,7.73,1.42514152765926,4,-0.20420269385514614,0,-0.22791587997408858,798,799,799,2,128,64,5.897725511379368,0.08176768298868264,5.784066945575849,5.839460012401231
3943,natural_stories:1:827,1,827,'The,'the,340.9277108433735,5.8316704631484475,4.481479167938232,-0.21622493358336747,7.73,1.42514152765926,4,-0.20420269385514614,0,-0.22791587997408858,994,995,995,2,128,64,5.863561345963284,0.04760351757259862,5.784066945575849,5.795627872064085
3973,natural_stories:1:857,1,857,'The,'the,315.32530120481925,5.753604808193032,5.51948356628418,0.026022773197174547,7.73,1.42514152765926,4,-0.20420269385514614,0,-0.22791587997408858,1031,1032,1032,2,128,64,5.785495691007868,-0.03046213738281711,5.784066945575849,5.802219001736414
3984,natural_stories:1:868,1,868,'The,'the,311.45882352941175,5.7412671417834,4.525057315826416,-0.206054739306274,7.73,1.42514152765926,4,-0.20420269385514614,0,-0.22791587997408858,1045,1046,1046,2,128,64,5.773158024598236,-0.042799803792449076,5.784066945575849,5.7959045849798185
3066,natural_stories:8:930,8,930,'The,'the,356.14084507042253,5.875326284830527,4.052519798278809,-0.31633474406934337,7.73,1.42514152765926,4,-0.20420269385514614,0,-0.22791587997408858,1142,1143,1143,2,128,64,5.9072171676453635,0.09694220085228178,5.778384083978246,5.78747477586705
4777,natural_stories:4:588,4,588,'Then,'then,360.7613636363636,5.888216697189365,7.1672043800354,0.41056506336651777,6.07,0.20452808404907086,5,0.2284401517279448,0,-0.22791587997408858,689,690,690,2,128,64,5.891119671067601,0.07991649692887215,5.808300200260493,5.8210982380156375
3824,natural_stories:1:708,1,708,'Then,'then,338.8235294117647,5.825479409633721,10.556341171264648,1.2015160621764693,6.07,0.20452808404907086,5,0.2284401517279448,0,-0.22791587997408858,841,842,842,2,128,64,5.828382383511958,0.009303883158736426,5.816175526474985,5.850490773095873
3994,natural_stories:1:878,1,878,'Then,'then,318.2823529411765,5.762938891158822,7.005990982055664,0.3729413538474429,6.07,0.20452808404907086,5,0.2284401517279448,0,-0.22791587997408858,1059,1060,1060,2,128,64,5.765841865037059,-0.053236635316162406,5.816175526474985,5.827946727505562
1829,natural_stories:6:792,6,792,'This,'this,314.1341463414634,5.749820112324749,9.552549362182615,0.967252831478509,6.82,0.7560100615837949,5,0.2284401517279448,0,-0.22791587997408858,965,966,966,2,128,64,5.761497109743996,-0.05596397925286478,5.805784091577614,5.8445454863119854
8812,natural_stories:7:495,7,495,'To,'to,334.67123287671234,5.813148655544407,12.03233528137207,1.5459810653738288,7.43,1.20454873664537,3,-0.6368455394382371,0,-0.22791587997408858,576,577,577,2,128,64,5.85109799910867,0.029894749464771664,5.7832539060796355,5.841373619295751
426,natural_stories:9:427,9,427,'tulip,'tulip,365.93589743589746,5.902458174444165,12.52757740020752,1.6615598314948563,3.18,-1.9205158027180658,6,0.6610829973110357,0,-0.22791587997408858,561,564,564,4,128,64,5.861983840778544,0.04983397846310211,5.852624195981063,5.870749789562833
1017,natural_stories:9:1018,9,1018,'tulip,'tulip,340.14666666666665,5.8293768971448365,6.186628341674805,0.18171988988235424,3.18,-1.9205158027180658,6,0.6610829973110357,0,-0.22791587997408858,1279,1282,1282,4,128,64,5.7889025634792155,-0.02324729883622645,5.852624195981063,5.835576568292376
289,natural_stories:9:290,9,290,'Tulip,'tulip,406.44736842105266,6.007454445626296,12.049267768859863,1.549932740598466,3.18,-1.9205158027180658,6,0.6610829973110357,0,-0.22791587997408858,379,382,382,4,128,64,5.966980111960675,0.15483024964523295,5.852624195981063,5.8680966077845405
8432,natural_stories:7:115,7,115,'Was,'was,385.94666666666666,5.95569919066124,20.30819320678711,3.477386758131985,6.82,0.7560100615837949,4,-0.20420269385514614,0,-0.22791587997408858,126,127,127,2,128,64,5.976944258246316,0.1554035196257626,5.800295671035477,5.903966341318408
4553,natural_stories:4:364,4,364,'What,'what,325.37931034482756,5.784991610541091,7.438754081726074,0.47393887239500515,6.38,0.43247396809675653,5,0.2284401517279448,0,-0.22791587997408858,420,421,421,2,128,64,5.791521180816279,-0.019364631182067882,5.804356241723159,5.8217159353279735
3639,natural_stories:1:523,1,523,'What,'what,327.25882352941176,5.790751367083244,6.425704002380371,0.23751496227824617,6.38,0.43247396809675653,5,0.2284401517279448,0,-0.22791587997408858,619,620,620,2,128,64,5.7972809373584315,-0.02122329789611399,5.811974664979358,5.82269293566377
3880,natural_stories:1:764,1,764,'What,'what,335.64285714285717,5.816047669487557,4.172418594360352,-0.2883529663015565,6.38,0.43247396809675653,5,0.2284401517279448,0,-0.22791587997408858,909,910,910,2,128,64,5.822577239762745,0.004073004508199141,5.811974664979358,5.808385003696726
1699,natural_stories:6:662,6,662,'What's,'what's,339.8536585365854,5.828515108885757,10.881031036376951,1.2772916324569765,5.2,-0.43519100989120907,7,1.0937258428941266,0,-0.22791587997408858,808,810,810,3,128,64,5.8021040751247615,-0.014578344084465122,5.843093452970222,5.87033205896946
1429,natural_stories:6:392,6,392,'Where's,'where's,420.0853658536585,6.040457942657039,14.487997055053713,2.1190792470876545,4.09,-1.251384336642601,8,1.5263686884772176,0,-0.22791587997408858,474,476,476,3,128,64,5.991493283889517,0.17527366742934003,5.865184275227699,5.9049931768677295
6930,natural_stories:5:666,5,666,'Why,'why,352.63829787234044,5.8654428796989295,11.935647010803224,1.523416120701915,5.93,0.10158478157592196,4,-0.20420269385514614,0,-0.22791587997408858,778,779,779,2,128,64,5.8762761060153395,0.06011691229088356,5.805325967408046,5.843099913264962
3800,natural_stories:1:684,1,684,'With,'with,335.35714285714283,5.815196062027105,8.19933032989502,0.6514408678049216,6.85,0.7780693406851834,5,0.2284401517279448,0,-0.22791587997408858,809,810,810,2,128,64,5.827224020387992,0.009590445121760993,5.805605616905344,5.831576195803963
2665,natural_stories:8:529,8,529,'witnesses','witnesses',398.2916666666667,5.987184567715817,16.08968734741211,2.492879012208845,4.29,-1.1043224759666743,11,2.8242972252264904,0,-0.22791587997408858,645,649,649,5,128,64,5.9118554380617425,0.1034572853598732,5.8837272823559434,5.9278204362433815
5269,natural_stories:4:1080,4,1080,"'Yes,",'yes,359.3777777777778,5.884374140990341,9.1852388381958,0.8815305240837097,5.5,-0.2145982188773196,4,-0.20420269385514614,0,-0.22791587997408858,1270,1272,1272,3,128,64,5.890176927143239,0.0776190004370827,5.806755140553259,5.829621052061028
8481,natural_stories:7:164,7,164,"'Yes,'","'yes,'",386.72,5.957700916955173,8.479986190795898,0.7169398568324205,5.5,-0.2145982188773196,6,0.6610829973110357,0,-0.22791587997408858,193,195,195,3,128,64,5.944367562776412,0.12227530746134985,5.835425609493823,5.849743929673305
4737,natural_stories:4:548,4,548,'You,'you,367.735632183908,5.907364289198009,3.722140312194824,-0.3934381484467355,6.98,0.8736595501245361,4,-0.20420269385514614,0,-0.22791587997408858,643,644,644,2,128,64,5.930481148471834,0.11943837004879487,5.787925919149214,5.788127641051632
7132,natural_stories:5:868,5,868,'You,'you,328.72340425531917,5.795216680615833,2.501997232437134,-0.6781930719195532,6.98,0.8736595501245361,4,-0.20420269385514614,0,-0.22791587997408858,1021,1022,1022,2,128,64,5.818333539889658,0.0010711197113879578,5.794145560904445,5.787173033063936
4724,natural_stories:4:535,4,535,"'You,",'you,336.98850574712645,5.8200488221953925,15.9595308303833,2.462503304916068,6.98,0.8736595501245361,4,-0.20420269385514614,0,-0.22791587997408858,623,625,625,3,128,64,5.843165681469218,0.032122903046178486,5.787925919149214,5.868585789831845
4935,natural_stories:4:746,4,746,"'You,",'you,345.9325842696629,5.846243912922068,13.304763793945312,1.8429382745188254,6.98,0.8736595501245361,4,-0.20420269385514614,0,-0.22791587997408858,874,876,876,3,128,64,5.869360772195893,0.05831799377285396,5.787925919149214,5.851131280974171
2005,natural_stories:6:968,6,968,"'You,",'you,292.0731707317073,5.677004355574808,14.318431854248049,2.0795064079836876,6.98,0.8736595501245361,4,-0.20420269385514614,0,-0.22791587997408858,1189,1191,1191,3,128,64,5.700121214848633,-0.1175700286890411,5.794574384263849,5.871927735274214
1662,natural_stories:6:625,6,625,'You've,'you've,435.0843373493976,6.075539891260719,11.15287971496582,1.340735216207116,5.13,-0.48666266112778356,7,1.0937258428941266,0,-0.22791587997408858,757,759,759,3,128,64,6.048309948635896,0.2316446719262233,5.843895219334495,5.872390335445221
229,natural_stories:9:230,9,230,(purple,purple,366.46835443037975,5.903912172251883,6.389609336853027,0.22909125042794673,4.32,-1.0822631968652852,6,0.6610829973110357,0,-0.22791587997408858,295,297,297,3,128,64,5.876774354368598,0.0634267033318725,5.8404854689200105,5.832795604427772
222,natural_stories:9:223,9,223,(red,red,396.0759493670886,5.981605984195906,11.572547912597656,1.4386766687164076,5.32,-0.34695389348565314,3,-0.6368455394382371,0,-0.22791587997408858,283,284,284,2,128,64,5.9948710748647915,0.17879283877946595,5.80281314541644,5.8357053852884535
242,natural_stories:9:243,9,243,"(red,",red,409.506329113924,6.014952358885344,8.20770263671875,0.6533947825780609,5.32,-0.34695389348565314,3,-0.6368455394382371,0,-0.22791587997408858,316,318,318,3,128,64,6.028217449554229,0.21213921346890352,5.80281314541644,5.817040600831609
4192,natural_stories:4:3,4,3,a,a,336.7282608695652,5.8192762575112384,1.3530203104019165,-0.9463393581494817,7.36,1.1530770854087962,1,-1.502131230604419,0,-0.22791587997408858,2,2,2,1,128,64,5.875542832543331,0.06257543149349054,5.756700826017748,5.750442805684963
1040,natural_stories:6:3,6,3,a,a,371.7590361445783,5.918245892091466,2.6629867553710938,-0.6406216099791314,7.36,1.1530770854087962,1,-1.502131230604419,0,-0.22791587997408858,2,2,2,1,128,64,5.974512467123559,0.15615524924852142,5.762090642842945,5.765170806875188
9319,natural_stories:10:3,10,3,a,a,447.6623376623377,6.1040392376572274,2.632368564605713,-0.647767231433628,7.36,1.1530770854087962,1,-1.502131230604419,0,-0.22791587997408858,6,6,6,1,128,64,6.16030581268932,0.34194859481428264,5.762090642842945,5.764947815398865
3,natural_stories:9:4,9,4,a,a,343.3614457831325,5.838783670125257,4.496790885925293,-0.21265151079715727,7.36,1.1530770854087962,1,-1.502131230604419,0,-0.22791587997408858,6,6,6,1,128,64,5.89505024515735,0.07570866888416106,5.763075001241096,5.774522990242087
8326,natural_stories:7:9,7,9,a,a,419.96153846153845,6.040163131992585,4.134590148925781,-0.29718130476736654,7.36,1.1530770854087962,1,-1.502131230604419,0,-0.22791587997408858,9,9,9,1,128,64,6.096429707024678,0.2774940855727026,5.762669046419882,5.773912906570561
3131,natural_stories:1:15,1,15,a,a,343.8588235294118,5.840231176420792,3.112039804458618,-0.5358223706525868,7.36,1.1530770854087962,1,-1.502131230604419,0,-0.22791587997408858,15,15,15,1,128,64,5.896497751452885,0.07999123482750115,5.760239941593291,5.765145420861089
